ChangeID,Summary,Priority,StatusReason,Impact,ChangePlanning,Submitter,Coordinator,SubmitDateTime,SchStartDateTime,SchEndDateTime,ActualStartDateTime,ActualEndDateTime,CompletedDateTime,ClosedDateTime,CompletedYear,CompletedMonth,ChangeSuccess,ProdCat2,ProdCat3,OpCat1,OpCat2,Customer,CustomerOpco,CustomerGroup,CustomerDept,ApprovalDateTime,SchForAppDateTime,ImpInProgDateTime,LastModifiedDate,CompletedYearQtr,ClosedMonth,ClosedYearQtr
CRQ000000284116,"GA, Atlanta ICON Ring, Ports to be turned up at Clarkston and Scottdale",Medium,Successful,Moderate,Planned,RPY,TT,2:10:00 PM,9:00:00 AM,5:00:00 PM,9:00:00 AM,2:00:00 PM,2:40:18 PM,9:47:10 AM,2023,2023-04,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,2:24:31 PM,4:49:27 PM,8:41:23 AM,11:10:48 PM,2023-Q2,2023-04,2023-Q2
CRQ000000284121,"MS, GULFPORT, MPC OPS CNTR, Upgrade MPC OPS Center SAR-a8 Software",Low,Successful,Minor,Planned,DRB,TT,5:18:42 PM,4:00:00 PM,7:00:00 PM,4:29:00 PM,5:37:00 PM,9:13:34 AM,9:13:45 AM,2023,2023-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,DRB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,5:28:52 PM,11:20:44 AM,3:41:15 PM,9:13:45 AM,2023-Q1,2023-03,2023-Q1
CRQ000000284210,"GA, Atlanta ICON Ring, move fibers from Old Clarkston to new Clarkston",Medium,Successful,Moderate,Planned,RPY,TT,1:36:29 PM,9:00:00 AM,5:00:00 PM,9:00:00 AM,3:04:00 PM,4:06:41 PM,4:12:34 PM,2023,2023-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,2:22:31 PM,12:11:17 PM,8:41:18 AM,11:10:48 PM,2023-Q1,2023-03,2023-Q1
CRQ000000284212,"GA, Atlanta ICON Ring, Clarkston ICON node to be inserted",Medium,Successful,Moderate,Unplanned,RPY,TT,1:49:24 PM,9:00:00 AM,5:00:00 PM,9:48:00 AM,2:33:00 PM,4:11:05 PM,4:13:12 PM,2023,2023-04,Successful,Transport Device,Optical Transport Equipment,Install,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,1:45:57 PM,12:01:09 PM,8:37:31 AM,11:10:48 PM,2023-Q2,2023-04,2023-Q2
CRQ000000284214,"GA, Atlanta ICON Ring, Ports to be turned up at Clarkston, Ponce, and Norcross 002",Medium,Successful,Moderate,Planned,RPY,TT,2:02:26 PM,9:00:00 AM,5:00:00 PM,9:00:00 AM,1:58:00 PM,2:53:05 PM,2:58:58 PM,2023,2023-04,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,2:23:31 PM,12:15:59 PM,8:41:20 AM,11:10:48 PM,2023-Q2,2023-04,2023-Q2
CRQ000000284217,"GA, Atlanta ICON Ring, connect fibers between Norcross002 and Ponce de Leon (BACKUP DATE)",Medium,Successful,Moderate,Planned,RPY,TT,2:18:23 PM,9:00:00 AM,5:00:00 PM,9:07:00 AM,4:25:00 PM,4:46:55 PM,4:54:35 PM,2023,2023-03,Successful,Transport Device,Optical Transport Equipment,Install,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,2:20:31 PM,12:09:57 PM,8:42:27 AM,11:10:48 PM,2023-Q1,2023-03,2023-Q1
CRQ000000284407,"GA, Virginia Ave, Nokia 7750a8 firmware OS upgrade.",Medium,Successful,Moderate,Planned,TSE,TT,12:12:16 PM,11:00:00 AM,5:00:00 PM,11:00:00 AM,3:14:00 PM,5:34:03 PM,5:36:05 PM,2023,2023-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,TLS,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,1:41:47 PM,9:50:08 AM,10:41:32 AM,4:14:20 AM,2023-Q1,2023-03,2023-Q1
CRQ000000284415,"AL, GOODWATER, HOLLINS TRANSPORT, DC/BATTERY RACK INSTALLATION",Low,Successful,Minor,Planned,MVW,TT,4:17:27 PM,9:00:00 AM,4:00:00 PM,9:00:00 AM,4:00:00 PM,9:31:16 AM,9:31:26 AM,2023,2023-03,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,MVW,SCS,INFRASTRUCTURE SERVICES,TECH INFRASTRUCTURE ENGRG,5:29:51 PM,4:56:46 PM,8:41:25 AM,5:01:15 PM,2023-Q1,2023-03,2023-Q1
CRQ000000284503,"GA, Columbus, Nokia 7750a8 firmware OS upgrade.",Medium,Successful,Moderate,Planned,TSE,TT,11:29:51 AM,10:00:00 AM,5:00:00 PM,10:00:00 AM,11:15:00 AM,1:58:47 PM,2:01:50 PM,2023,2023-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,TLS,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,2:17:31 PM,12:06:54 PM,9:41:29 AM,4:14:20 AM,2023-Q1,2023-03,2023-Q1
CRQ000000284514,"AL, DELTA, CHEAHA MTN TRANSPORT, DC/BATTERY INSTALLATION",Low,Successful,Minor,Planned,MVW,TT,4:23:40 PM,9:00:00 AM,4:00:00 PM,9:00:00 AM,4:00:00 PM,11:03:04 PM,11:06:58 PM,2023,2023-04,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,MVW,SCS,INFRASTRUCTURE SERVICES,TECH INFRASTRUCTURE ENGRG,5:29:53 PM,4:58:20 PM,8:41:30 AM,5:01:15 PM,2023-Q2,2023-04,2023-Q2
CRQ000000284705,"GA, Commerce to Carnesville, Waveguide pressure alarm on primary path",Medium,Successful,Moderate,Unplanned,CJA,TT,9:43:54 AM,5:00:00 PM,9:00:00 PM,5:00:00 PM,6:16:00 PM,9:27:28 AM,9:29:30 AM,2023,2023-03,Successful,Transport Device,Antenna System,Repair,Transport,CJA,SCS,INFRASTRUCTURE SERVICES,FO GA OPERATIONS,12:09:07 PM,11:45:20 AM,4:42:11 PM,11:31:19 AM,2023-Q1,2023-03,2023-Q1
CRQ000000285314,"GA, REIDSVILLE EBTS, REPLACE NPU MODULE ON ERICSSON MINILINK",Low,Unsuccessful,Minor,Planned,WKA,TT,2:09:40 PM,8:00:00 AM,5:00:00 PM,8:00:00 AM,2:00:00 PM,2:12:47 PM,2:12:58 PM,2023,2023-03,Unsuccessful,Transport Device,Microwave TX/RX (Licensed),Repair,Transport,WK,SCS,INFRASTRUCTURE SERVICES,FO GA OPERATIONS,10:33:04 AM,6:07:11 PM,7:41:35 AM,11:31:19 AM,2023-Q1,2023-03,2023-Q1
CRQ000000285316,"MS, Coastal Area, Migrate Gulfport Area and Delisle Dupont Substations to NGTAN",Medium,Successful,Moderate,Planned,DRB,TT,2:54:12 PM,10:00:00 AM,6:00:00 PM,10:00:00 AM,3:01:00 PM,4:04:59 PM,4:12:43 PM,2023,2023-03,Successful,Transport Device,Other Transport Device,Migrate,Transport,DRB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,5:01:26 PM,10:51:04 AM,9:41:22 AM,4:12:42 PM,2023-Q1,2023-03,2023-Q1
CRQ000000285523,"AL, Bessemer TS, Final Phase of Fiber Reconfigure for New Bessemer TS",Medium,Successful,Moderate,Planned,RRR,TT,3:34:41 PM,7:00:00 PM,3:00:00 AM,7:00:00 PM,4:54:00 AM,8:50:00 AM,8:51:48 AM,2023,2023-03,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,RRR,SCS,INFRASTRUCTURE SERVICES,FO AL LONG HAUL FIBER,1:43:45 PM,3:07:13 PM,6:40:21 PM,11:13:48 AM,2023-Q1,2023-03,2023-Q1
CRQ000000285529,"GA, Atlanta, 241 Ralph McGill, LTE Core EPG 2 software Upgrade.",Medium,Successful,Moderate,Unplanned,MHI,TT,6:39:00 PM,11:00:00 PM,5:00:00 AM,11:00:00 PM,5:00:00 AM,12:45:46 PM,12:49:04 PM,2023,2023-04,Successful,Transport Device,Other Transport Device,Upgrade/Modify,Transport,MH,COM,,CORE NETWORK ENGINEERING,2:24:18 PM,2:19:09 PM,10:41:21 PM,12:49:04 PM,2023-Q2,2023-04,2023-Q2
CRQ000000285608,"AL, South Bessemer TS, Drop Long-Haul dark fibers into 115 and 230 switch houses",Medium,Successful,Moderate,Planned,RRR,TT,11:06:11 AM,7:00:00 PM,12:00:00 AM,7:16:00 PM,10:40:00 PM,12:10:14 PM,12:23:55 PM,2023,2023-03,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,RRR,SCS,INFRASTRUCTURE SERVICES,FO AL LONG HAUL FIBER,1:45:45 PM,2:40:56 PM,6:42:16 PM,11:13:48 AM,2023-Q1,2023-03,2023-Q1
CRQ000000285702,"GA, Macon DCC, monthly generator PM",Low,Successful,Minor,Planned,JCT,TT,9:33:14 AM,8:00:00 AM,12:00:00 PM,8:00:00 AM,12:00:00 AM,9:28:17 AM,9:28:34 AM,2023,2023-03,Successful,Facilities Component,Generator,Repair,Transport,JCT,SCS,INFRASTRUCTURE SERVICES,FO GA OPERATIONS,10:22:03 AM,9:42:47 AM,7:41:31 AM,11:31:19 AM,2023-Q1,2023-03,2023-Q1
CRQ000000285710,"AL, Hueytown EBTS, replace breaker",Low,Successful,Minor,Planned,WJO,TT,11:35:33 AM,6:30:00 PM,7:45:00 PM,6:30:00 PM,7:45:00 PM,10:01:26 AM,10:01:41 AM,2023,2023-03,Successful,Facilities Component,DC Backup System,Repair,Transport,WJ,SCS,INFRASTRUCTURE SERVICES,FO AL OPERATIONS,11:13:54 AM,10:46:56 AM,6:02:18 PM,10:49:05 AM,2023-Q1,2023-03,2023-Q1
CRQ000000285725,"GA, Atlanta, 241 Ralph McGill, LTE Core EPG 1 software Upgrade.",Medium,Unsuccessful,Moderate,Planned,MHI,TT,6:14:03 PM,11:00:00 PM,5:00:00 AM,11:00:00 PM,5:00:00 AM,10:28:47 AM,10:29:52 AM,2023,2023-03,Unsuccessful,Transport Device,Other Transport Device,Upgrade/Modify,Transport,MH,COM,,CORE NETWORK ENGINEERING,11:17:22 AM,10:21:18 AM,10:41:16 PM,10:29:52 AM,2023-Q1,2023-03,2023-Q1
CRQ000000285727,"AL, Birmingham, APC CORP HQ building, LTE Core EPG 2 software upgrade.",Medium,Successful,Moderate,Planned,MHI,TT,7:12:42 PM,11:00:00 PM,5:00:00 AM,11:00:00 PM,5:00:00 AM,9:46:08 AM,9:50:45 AM,2023,2023-03,Successful,Transport Device,Other Transport Device,Upgrade/Modify,Transport,MH,COM,,CORE NETWORK ENGINEERING,11:41:34 AM,10:26:00 AM,10:41:12 PM,9:50:44 AM,2023-Q1,2023-03,2023-Q1
CRQ000000285728,"AL, Birmingham, APC CORP HQ building, LTE Core EPG 1 software upgrade.",Medium,Successful,Moderate,Planned,MHI,TT,7:35:12 PM,11:00:00 PM,5:00:00 AM,11:00:00 PM,5:00:00 AM,9:42:35 AM,10:06:07 AM,2023,2023-04,Successful,Transport Device,Other Transport Device,Upgrade/Modify,Transport,MH,COM,,CORE NETWORK ENGINEERING,4:14:28 PM,4:08:17 PM,10:41:25 PM,10:06:07 AM,2023-Q2,2023-04,2023-Q2
CRQ000000285839,"GA, AUGUSTA, TRANSPORT BLDG, REPLACE ATS",Low,Successful,Minor,Planned,MVW,TT,5:13:11 PM,8:00:00 AM,5:00:00 PM,8:50:00 AM,5:02:00 PM,10:25:27 AM,10:25:41 AM,2023,2023-03,Successful,Facilities Component,Generator,Upgrade/Modify,Transport,MVW,SCS,INFRASTRUCTURE SERVICES,TECH INFRASTRUCTURE ENGRG,4:29:58 PM,11:51:46 AM,7:41:32 AM,5:01:15 PM,2023-Q1,2023-03,2023-Q1
CRQ000000285840,"AL, East Alabama, Clean and/or Migrate Fibers Between North Auburn and Columbus DWDM",Low,Successful,Minor,Planned,DRB,TT,6:01:46 PM,7:00:00 PM,11:00:00 PM,7:00:00 PM,11:00:00 PM,3:56:55 PM,3:57:05 PM,2023,2023-03,Successful,Transport Device,Optical Transport Equipment,Repair,Transport,DRB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,4:59:44 PM,10:32:05 AM,6:41:17 PM,3:57:05 PM,2023-Q1,2023-03,2023-Q1
CRQ000000285842,"GA & AL, Phenix City, Fort Benning #2, NOKIA circuit migration, SWAN Hub consolidation",Medium,Successful,Moderate,Planned,TSE,TT,7:19:49 PM,8:00:00 AM,6:00:00 PM,8:44:00 AM,6:18:00 PM,6:20:09 PM,6:23:48 PM,2023,2023-03,Successful,Transport Device,Optical Transport Equipment,Migrate,Transport,TLS,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,4:59:36 PM,2:28:27 PM,7:42:27 AM,4:14:20 AM,2023-Q1,2023-03,2023-Q1
CRQ000000285917,"GA, Flowery Branch LTE, Replace coax and coax connectors on MiniLink licensed microwave",Low,Successful,Minor,Planned,JTC,TT,4:29:58 PM,9:00:00 AM,5:00:00 PM,9:00:00 AM,5:00:00 PM,10:52:59 PM,10:55:30 PM,2023,2023-04,Successful,Transport Device,Microwave TX/RX (Licensed),Repair,Transport,JTC,SCS,INFRASTRUCTURE SERVICES,FO GA OPERATIONS,2:52:56 PM,2:33:24 PM,8:41:25 AM,11:31:19 AM,2023-Q2,2023-04,2023-Q2
CRQ000000286003,"AL, Pelham, CSpire dark fiber handoff",Low,Successful,Minor,Planned,RCA,TT,9:14:03 AM,7:00:00 AM,6:00:00 PM,7:00:00 AM,6:00:00 AM,9:30:05 AM,9:30:27 AM,2023,2023-03,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Install,Transport,RC,SCS,INFRASTRUCTURE SERVICES,FO AL FIBER TO DISTRIBUTION,12:55:45 PM,10:18:39 AM,6:41:23 AM,11:00:39 AM,2023-Q1,2023-03,2023-Q1
CRQ000000286015,"GA, Talmo LTE, Replace coax and coax connectors for MiniLink licensed microwave",Low,Successful,Minor,Planned,JTC,TT,4:38:04 PM,9:00:00 AM,5:00:00 PM,9:00:00 AM,5:00:00 PM,11:05:57 PM,11:07:10 PM,2023,2023-04,Successful,Transport Device,Microwave TX/RX (Licensed),Repair,Transport,JTC,SCS,INFRASTRUCTURE SERVICES,FO GA OPERATIONS,2:39:07 PM,9:52:34 AM,8:41:42 AM,11:31:19 AM,2023-Q2,2023-04,2023-Q2
CRQ000000286108,"AL, BIRMINGHAM, INSTALLING NEW DC POWER CONNECTION",Low,Successful,Minor,Planned,SDG,TT,11:37:02 AM,9:00:00 AM,6:00:00 AM,9:00:00 AM,6:00:00 AM,10:29:52 AM,10:30:03 AM,2023,2023-03,Successful,Facilities Component,DC Backup System,Install,Transport,SDG,SCS,OPERATIONS,STI,11:24:10 AM,11:01:04 AM,8:41:19 AM,10:30:03 AM,2023-Q1,2023-03,2023-Q1
CRQ000000286126,"MS, GULFPORT, MPC OP CTR UPS-1 COMMISSIONING IN-SERVICE",Medium,Successful,Moderate,Planned,MVW,TT,6:20:09 PM,8:00:00 AM,5:00:00 PM,8:01:00 AM,12:01:00 PM,9:32:18 AM,9:34:19 AM,2023,2023-04,Successful,Facilities Component,Uninterruptable Power Supply (UPS),Upgrade/Modify,Transport,MVW,SCS,INFRASTRUCTURE SERVICES,TECH INFRASTRUCTURE ENGRG,1:03:51 PM,10:17:51 PM,7:41:16 AM,5:01:15 PM,2023-Q2,2023-04,2023-Q2
CRQ000000286127,"AL, SEARLES, LTE TOWER, REPLACE DAMAGED TOWER LIGHT CABLING",Low,Successful,Minor,Planned,MVW,TT,6:25:19 PM,7:00:00 AM,6:00:00 PM,7:00:00 AM,6:00:00 PM,9:49:02 AM,9:49:24 AM,2023,2023-03,Successful,Facilities Component,"Cables, jumpers, and connectors",Repair,Transport,MVW,SCS,INFRASTRUCTURE SERVICES,TECH INFRASTRUCTURE ENGRG,11:22:54 AM,11:04:34 AM,6:42:20 AM,5:01:15 PM,2023-Q1,2023-03,2023-Q1
CRQ000000287221,"AL, Montgomery, SDC NGTAN Circuit move",Low,Unsuccessful,Minor,Planned,GPB,TT,4:08:13 PM,10:00:00 AM,4:00:00 PM,10:00:00 AM,4:00:00 PM,10:13:15 AM,10:13:31 AM,2023,2023-03,Unsuccessful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,GPB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,11:24:55 AM,9:55:36 AM,9:41:42 AM,10:13:31 AM,2023-Q1,2023-03,2023-Q1
CRQ000000287417,"AL, GA, MS, LTE Cell site router software upgrades & reboots",Medium,Successful,Moderate,Planned,DRI,TT,4:40:53 PM,12:00:00 AM,3:00:00 AM,12:01:00 AM,1:01:00 AM,10:27:58 AM,10:31:48 AM,2023,2023-03,Successful,Transport Device,Other Transport Device,Upgrade/Modify,Transport,DR,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,12:31:52 PM,4:37:43 PM,11:41:29 PM,10:31:48 AM,2023-Q1,2023-03,2023-Q1
CRQ000000287519,"GA, Atlanta ICON Ring, 3 circuit to be removed per P&C requests",Medium,Successful,Moderate,Planned,RPY,TT,2:10:51 PM,10:30:00 AM,4:30:00 PM,11:30:00 AM,1:06:00 PM,3:18:32 PM,3:22:03 PM,2023,2023-03,Successful,Transport Device,Optical Transport Equipment,Remove/Retire,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,8:47:20 AM,4:15:07 PM,10:01:34 AM,11:10:48 PM,2023-Q1,2023-03,2023-Q1
CRQ000000287521,"GA, REIDSVILLE EBTS, REPLACE NPU MODULE ON ERICSSON MINILINK",Low,Successful,Minor,Planned,WKA,TT,2:14:20 PM,8:00:00 AM,5:00:00 PM,12:38:00 PM,5:00:00 PM,10:23:49 AM,10:24:13 AM,2023,2023-03,Successful,Transport Device,Microwave TX/RX (Licensed),Repair,Transport,WK,SCS,INFRASTRUCTURE SERVICES,FO GA OPERATIONS,12:12:21 PM,4:01:34 PM,7:41:33 AM,11:31:19 AM,2023-Q1,2023-03,2023-Q1
CRQ000000287522,"GA, REIDSVILLE EBTS, REPLACE NPU MODULE ON ERICSSON MINILINK (BACKUP DATE)",Low,Successful,Minor,Planned,WKA,TT,2:14:35 PM,8:00:00 AM,5:00:00 PM,9:02:00 AM,10:50:00 AM,8:15:28 PM,8:16:06 PM,2023,2023-04,Successful,Transport Device,Microwave TX/RX (Licensed),Repair,Transport,WK,SCS,INFRASTRUCTURE SERVICES,FO GA OPERATIONS,2:22:08 PM,1:20:20 PM,7:41:18 AM,11:31:19 AM,2023-Q2,2023-04,2023-Q2
CRQ000000287627,"AL, Hoover, Patton Chapel EBTS, Hybrid replacement due to damaged hybrid.",Low,Successful,Minor,Planned,RBK,TT,12:27:53 AM,8:00:00 AM,5:00:00 PM,8:00:00 AM,5:00:00 PM,8:48:07 AM,8:48:27 AM,2023,2023-03,Successful,Facilities Component,"Cables, jumpers, and connectors",Install,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,9:54:59 PM,4:01:28 PM,7:42:27 AM,8:48:26 AM,2023-Q1,2023-03,2023-Q1
CRQ000000287712,"AL, Wetumpka LTE site, Software upgrade and reboot",Low,Successful,Minor,Planned,DRI,TT,2:36:52 PM,3:00:00 AM,4:00:00 AM,3:00:00 AM,3:48:00 AM,10:27:07 AM,10:27:19 AM,2023,2023-03,Successful,Transport Device,Other Transport Device,Upgrade/Modify,Transport,DR,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,12:13:34 PM,6:38:41 PM,2:41:30 AM,10:27:19 AM,2023-Q1,2023-03,2023-Q1
CRQ000000287802,"AL, Calera, GSC Complex Bldg. 10 Nokia NGTAN Circuit Cut",Medium,Successful,Moderate,Planned,GPB,TT,9:20:00 AM,10:00:00 AM,3:00:00 PM,10:00:00 AM,11:00:00 AM,10:43:10 PM,8:10:30 PM,2023,2023-04,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,GPB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,8:43:44 AM,4:13:37 PM,9:41:33 AM,8:10:30 PM,2023-Q2,2023-04,2023-Q2
CRQ000000287803,"AL, Eclectic, splicing dark fiber for Point Broadband handoff",Low,Successful,Minor,Planned,RCA,TT,9:33:39 AM,7:00:00 AM,6:00:00 PM,7:00:00 AM,6:00:00 PM,9:35:08 AM,9:35:20 AM,2023,2023-04,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Install,Transport,RC,SCS,INFRASTRUCTURE SERVICES,FO AL FIBER TO DISTRIBUTION,9:02:02 AM,4:09:37 PM,6:41:24 AM,11:00:39 AM,2023-Q2,2023-04,2023-Q2
CRQ000000287929,"GA, Atlanta, Northwest Sub, Re-route fiber cable to new section of transmission line",Medium,Successful,Moderate,Unplanned,JLM,TT,7:03:10 PM,8:00:00 AM,6:00:00 PM,9:09:00 AM,4:24:00 PM,9:52:40 AM,9:57:17 AM,2023,2023-03,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Install,Transport,JM,SCS,INFRASTRUCTURE SERVICES,FO AL LONG HAUL FIBER,10:37:28 AM,10:28:41 AM,7:41:29 AM,11:13:48 AM,2023-Q1,2023-03,2023-Q1
CRQ000000288007,"GA, ATL and SAV ICON Ring, Move SWAN to DHA AND LFL path",Medium,Successful,Moderate,Planned,RPY,TT,2:33:49 PM,9:00:00 AM,1:00:00 PM,9:00:00 AM,1:22:00 PM,2:08:34 PM,2:10:19 PM,2023,2023-04,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,8:42:07 AM,12:42:49 PM,8:41:27 AM,11:10:48 PM,2023-Q2,2023-04,2023-Q2
CRQ000000288016,"GA, Tallulah, Currahee Mtn, Athens & Augusta NOKIA circuit migration. (BACKUP DATE)",Medium,Successful,Moderate,Planned,TSE,TT,6:40:02 PM,8:00:00 AM,11:00:00 PM,8:00:00 AM,2:35:00 PM,3:50:57 PM,3:51:43 PM,2023,2023-04,Successful,Transport Device,Optical Transport Equipment,Migrate,Transport,TLS,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,8:55:25 AM,2:32:56 PM,7:41:13 AM,4:14:20 AM,2023-Q2,2023-04,2023-Q2
CRQ000000288307,"AL, GA, MS, LTE router software updates & reboots",Medium,Successful,Moderate,Planned,DRI,TT,4:28:12 PM,12:00:00 AM,2:00:00 AM,12:00:00 AM,1:32:00 AM,12:35:12 PM,8:10:21 PM,2023,2023-03,Successful,Transport Device,Other Transport Device,Upgrade/Modify,Transport,DR,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,9:08:28 AM,3:34:20 PM,11:41:22 PM,8:10:21 PM,2023-Q1,2023-04,2023-Q2
CRQ000000288506,"GA, Atlanta ICON Ring, FIber t'shooting between Willingham Dr & Hartsfield Node 1",Medium,Successful,Moderate,Planned,RPY,TT,10:23:43 AM,8:00:00 AM,6:00:00 PM,8:00:00 AM,5:15:00 PM,9:14:59 PM,8:10:12 PM,2023,2023-03,Successful,Transport Device,Optical Transport Equipment,Repair,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,2:12:29 PM,1:47:15 PM,7:41:30 AM,11:10:48 PM,2023-Q1,2023-04,2023-Q2
CRQ000000288648,"GA, IRWINTON, McINTYRE EBTS, REPLACE ANTENNA ASSEMBLY ON GORDON MINI-LINK MW",Low,Successful,Minor,Planned,WKA,TT,12:54:28 PM,8:00:00 AM,5:00:00 PM,8:00:00 AM,5:00:00 PM,10:35:04 PM,10:37:18 PM,2023,2023-04,Successful,Transport Device,Microwave TX/RX (Licensed),Repair,Transport,WK,SCS,INFRASTRUCTURE SERVICES,FO GA OPERATIONS,5:48:55 PM,1:55:33 PM,7:41:28 AM,11:31:19 AM,2023-Q2,2023-04,2023-Q2
CRQ000000288654,"GA, Gees Mill Rd, LTE Upgrade existing MiniLink TN MW radio to Ericsson 6691 MW radio",Low,Successful,Minor,Planned,JTC,TT,2:58:19 PM,8:00:00 AM,5:00:00 PM,8:02:00 AM,5:02:00 PM,5:38:17 PM,5:38:29 PM,2023,2023-04,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,JTC,SCS,INFRASTRUCTURE SERVICES,FO GA OPERATIONS,3:38:20 PM,3:35:22 PM,7:37:25 AM,11:31:19 AM,2023-Q2,2023-04,2023-Q2
CRQ000000288809,"GA, Covington #2, LTE Upgrade existing MiniLink MW radio to Ericsson 6691 MW radio",Low,Successful,Minor,Planned,JTC,TT,12:15:43 PM,8:00:00 AM,5:00:00 PM,8:00:00 AM,5:00:00 PM,10:55:49 AM,10:56:00 AM,2023,2023-04,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,JTC,SCS,INFRASTRUCTURE SERVICES,FO GA OPERATIONS,3:38:20 PM,3:26:19 PM,7:41:28 AM,11:31:19 AM,2023-Q2,2023-04,2023-Q2
CRQ000000288817,"GA, Gees Mill Rd, LTE Upgrade existing MiniLink TN MW radio to Ericsson 6691 MW radio (BACKUP DATE)",Low,Successful,Minor,Planned,JTC,TT,2:58:25 PM,8:00:00 AM,5:00:00 PM,8:16:00 AM,4:00:00 PM,11:03:52 AM,11:04:03 AM,2023,2023-04,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,JTC,SCS,INFRASTRUCTURE SERVICES,FO GA OPERATIONS,10:47:20 AM,10:19:48 AM,7:41:28 AM,11:31:19 AM,2023-Q2,2023-04,2023-Q2
CRQ000000288818,"GA, Conyers LTE, Upgrade existing MiniLink TN MW radio to Ericsson 6691 MW radio",Low,Successful,Minor,Planned,JTC,TT,3:15:01 PM,8:00:00 AM,5:00:00 PM,8:23:00 AM,1:38:00 PM,2:23:20 PM,2:23:43 PM,2023,2023-04,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,JTC,SCS,INFRASTRUCTURE SERVICES,FO GA OPERATIONS,3:46:21 PM,3:41:13 PM,7:41:30 AM,11:31:19 AM,2023-Q2,2023-04,2023-Q2
CRQ000000288819,"GA, Conyers LTE, Upgrade existing MiniLink TN MW radio to Ericsson 6691 MW radio (BACKUP DATE)",Low,Successful,Minor,Planned,JTC,TT,3:15:07 PM,8:00:00 AM,5:00:00 PM,8:23:00 AM,3:23:00 PM,11:02:58 AM,11:03:09 AM,2023,2023-04,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,JTC,SCS,INFRASTRUCTURE SERVICES,FO GA OPERATIONS,10:47:44 AM,10:22:43 AM,7:41:28 AM,11:31:19 AM,2023-Q2,2023-04,2023-Q2
CRQ000000289014,"GA, McIntyre, Senoia & NE Ivey LTE router software update & reboot",Low,Successful,Minor,Planned,DRI,TT,3:21:46 PM,12:00:00 AM,2:00:00 AM,12:00:00 AM,1:32:00 AM,12:36:23 PM,10:38:24 PM,2023,2023-03,Successful,Transport Device,Other Transport Device,Upgrade/Modify,Transport,DR,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,12:28:28 PM,4:29:50 PM,11:41:23 PM,10:38:23 PM,2023-Q1,2023-04,2023-Q2
